id,price_doc
30474,5270363.98137
30475,8762508.37661
30476,6210117.78489
30477,6117383.74025
30478,5239031.13712
30479,10128327.4067
30480,4489273.00989
30481,4255948.86106
30482,5172258.93774
30483,5064065.14115
30484,5713556.18714
30485,5025902.41862
30486,4022056.94918
30487,4551549.10974
30488,7842572.81864
30489,5600033.15436
30490,22734449.3853
30491,18192700.7297
30492,6367463.33138
30493,14871165.8454
30494,7428815.75688
30495,10407284.5419
30496,7431556.27083
30497,7348277.10561
30498,4727415.41914
30499,6648681.47394
30500,12614411.5164
30501,6863174.66604
30502,3299661.25957
30503,3114177.48608
30504,6910618.0161
30505,9937604.9911
30506,2912460.76889
30507,4939403.79298
30508,5624247.80577
30509,7830579.18811
30510,9004632.78664
30511,6218926.63663
30512,4750431.59051
30513,4539795.23087
30514,3998885.19066
30515,10279257.1934
30516,5664860.64926
30517,12331577.9423
30518,6263135.89826
30519,4680843.56335
30520,6348004.17789
30521,5538018.22403
30522,7394815.80248
30523,5442435.49054
30524,11003455.9602
30525,10137478.2018
30526,4990207.12849
30527,5004026.08002
30528,6713826.12362
30529,6193244.29778
30530,5235917.72088
30531,12951651.7624
30532,5105053.34091
30533,12599373.7468
30534,7317755.23053
30535,8854679.30309
30536,5401354.10866
30537,11470315.8569
30538,4460671.3575
30539,8769251.70928
30540,9137212.23576
30541,6088459.0333
30542,2174923.67275
30543,5649770.59411
30544,7994604.76962
30545,9100850.57552
30546,3773430.47649
30547,10223985.0151
30548,4487501.75611
30549,5510080.17955
30550,10748140.4587
30551,5909214.38439
30552,2109525.48958
30553,7382117.86343
30554,10507533.0917
30555,6376082.43369
30556,8960402.2986
30557,9091007.8657
30558,7540697.23527
30559,6686431.63091
30560,6745035.2495
30561,6534830.69883
30562,13641488.0622
30563,4460163.40373
30564,7124325.64578
30565,7140867.62553
30566,7102693.72265
30567,2214016.70093
30568,11276715.5115
30569,9649049.62348
30570,6404650.62624
30571,7757700.4357
30572,4990509.03975
30573,6024706.50816
30574,5850338.77038
30575,7653287.85022
30576,3897772.77162
30577,4955078.83254
30578,3148796.04076
30579,6692180.97706
30580,4132694.92163
30581,5193763.56073
30582,12116790.5456
30583,7361666.47385
30584,4440922.55254
30585,2890266.14176
30586,8559885.06402
30587,5334819.43965
30588,7102505.99389
30589,7326047.88919
30590,11341110.0453
30591,5186374.52919
30592,5881153.32837
30593,7905148.64629
30594,6889716.48423
30595,5368708.76594
30596,6033367.60445
30597,6179847.7018
30598,9085581.34875
30599,10105515.7014
30600,4363453.41515
30601,6687267.15769
30602,1978575.79509
30603,12317461.1179
30604,4659366.01516
30605,7223467.35304
30606,24571675.3116
30607,7230191.27572
30608,9089222.19214
30609,5991816.50508
30610,3018377.06892
30611,5711198.52654
30612,8081239.00948
30613,7634078.33118
30614,17020436.5424
30615,7651387.71968
30616,5891229.23002
30617,8301351.99248
30618,5088544.58459
30619,3933615.27131
30620,2893818.29497
30621,10603017.5359
30622,9020489.25122
30623,4711026.47371
30624,6952871.13177
30625,8184844.89986
30626,6588433.92897
30627,7570345.67485
30628,6148753.80361
30629,4923434.94508
30630,3594220.37203
30631,6364385.91953
30632,4267836.29615
30633,6085173.4237
30634,12078818.9308
30635,9179496.93607
