id,price_doc
30474,5588360.5
30475,8586526.0
30476,6027592.0
30477,6362485.5
30478,5127102.0
30479,9217420.0
30480,4504828.5
30481,4127772.5
30482,3926480.25
30483,5312153.0
30484,5664943.0
30485,5171795.5
30486,3376110.5
30487,4622617.0
30488,6585313.5
30489,5606462.0
30490,21375054.0
30491,14132117.0
30492,6382839.0
30493,11213102.0
30494,7650135.5
30495,10037489.0
30496,7830821.0
30497,7301390.5
30498,4148309.25
30499,5824019.0
30500,13454875.0
30501,7485481.0
30502,2944752.0
30503,4618153.5
30504,6472184.5
30505,10726466.0
30506,2924442.25
30507,5190933.5
30508,6057708.0
30509,6174518.0
30510,9272648.0
30511,6163034.0
30512,5071778.5
30513,4477694.5
30514,3685489.0
30515,10363266.0
30516,6204492.0
30517,11731030.0
30518,6844979.0
30519,4890980.5
30520,6129296.0
30521,1307819.75
30522,7071501.5
30523,5392520.0
30524,9545795.0
30525,8202812.0
30526,5421355.0
30527,4931744.0
30528,6345016.0
30529,5550691.5
30530,6273565.0
30531,15193856.0
30532,4516339.5
30533,10183856.0
30534,7416604.0
30535,9802502.0
30536,5356825.0
30537,13082218.0
30538,5039374.0
30539,9282805.0
30540,9768757.0
30541,3932975.0
30542,2369699.5
30543,5668136.5
30544,5102284.0
30545,6475512.0
30546,4064087.25
30547,10560087.0
30548,4393459.0
30549,5899587.0
30550,10892225.0
30551,5877965.5
30552,2179304.5
30553,5598928.0
30554,8035291.5
30555,6359276.0
30556,8125103.0
30557,6255988.0
30558,8000553.5
30559,5085209.0
30560,5162462.5
30561,8363441.0
30562,12640529.0
30563,4118677.25
30564,5472339.0
30565,6914031.0
30566,6572006.5
30567,2317365.5
30568,7363682.5
30569,9799661.0
30570,6561961.0
30571,7250584.0
30572,5381264.0
30573,5813753.0
30574,5827508.0
30575,7435137.5
30576,3927326.75
30577,4998188.5
30578,3089477.5
30579,6681832.0
30580,3932352.5
30581,4800815.0
30582,13051064.0
30583,7454669.5
30584,3628361.25
30585,2241189.0
30586,7318610.0
30587,5072688.0
30588,5673231.0
30589,7390261.5
30590,6325018.5
30591,5122112.0
30592,4903534.5
30593,8046403.0
30594,5835449.5
30595,4778852.0
30596,6514454.5
30597,5817008.0
30598,9873432.0
30599,9950149.0
30600,4328340.5
30601,6809494.0
30602,2073160.375
30603,13123104.0
30604,4059868.75
30605,7339270.5
30606,12702523.0
30607,5383009.5
30608,10520763.0
30609,5672885.0
30610,2519868.0
30611,5890670.5
30612,7598380.0
30613,6812274.0
30614,16381946.0
30615,5070250.5
30616,5768779.0
30617,7458303.0
30618,4947728.0
30619,4221056.0
30620,2786509.25
30621,8431987.0
30622,7195971.0
30623,5761252.5
30624,6911407.0
30625,8142882.0
30626,4948648.0
30627,3114513.5
30628,5744607.0
30629,5410049.0
30630,3893235.0
30631,6547515.0
30632,4154097.0
30633,4041091.5
30634,11487752.0
30635,9949124.0
30636,4514914.0
30637,10368604.0
30638,5619309.0
30639,7819724.0
30640,4497235.0
30641,7453830.5
30642,5818412.0
30643,6455190.0
30644,9915970.0
30645,6016686.0
30646,4412758.0
30647,5285915.0
30648,19512200.0
30649,2673332.5
30650,4218327.5
30651,2919961.0
30652,4688057.0
30653,7298842.5
30654,4901454.0
30655,13054824.0
30656,3817489.0
30657,6137654.5
30658,8726978.0
30659,4743237.0
30660,6741595.5
30661,6127116.0
30662,9044796.0
30663,12625180.0
30664,13609998.0
30665,5650051.5
30666,2730758.5
30667,4343976.0
30668,8829840.0
30669,4888905.0
30670,2943609.0
30671,5361731.5
30672,12071114.0
30673,7465490.5
30674,7474103.0
30675,2320585.5
30676,6057205.5
30677,3003791.5
30678,18169826.0
30679,4244380.0
30680,5370324.0
30681,2427087.0
30682,8670153.0
30683,9995344.0
30684,3651152.5
30685,5455503.0
30686,9927817.0
30687,5145461.0
30688,5342382.0
30689,16026131.0
30690,18325086.0
30691,4349738.0
30692,5178182.0
30693,8514166.0
30694,5231985.5
30695,7677338.5
30696,5984508.0
30697,10942805.0
30698,3178223.5
30699,4482420.0
30700,5418662.0
30701,9931226.0
30702,6307532.0
30703,4201577.5
30704,11869221.0
30705,9021932.0
30706,19788762.0
30707,3618267.75
30708,11497836.0
30709,5604612.5
30710,5128887.0
30711,4893304.0
30712,3988256.25
30713,5703572.0
30714,4839340.0
30715,4039099.5
30716,10020006.0
30717,6064899.0
30718,5192285.0
30719,13381270.0
30720,3031285.25
30721,3658863.0
30722,6882092.0
30723,6473339.0
30724,13558464.0
30725,6777735.0
30726,12570588.0
30727,10634084.0
30728,11242784.0
30729,3384198.5
30730,4949790.0
30731,6479256.0
30732,4086680.0
30733,8908918.0
30734,6729782.5
30735,5871231.0
30736,4546343.0
30737,4633223.0
30738,5243159.5
30739,4589094.0
30740,7638821.0
30741,10772988.0
30742,4614490.5
30743,5335915.0
30744,9267450.0
30745,6449209.0
30746,6015005.0
30747,10698657.0
30748,16834272.0
30749,3496769.5
30750,5337640.5
30751,3145458.75
30752,7106975.5
30753,7724082.5
30754,3490256.0
30755,4444946.5
30756,5547315.0
30757,5154153.5
30758,10383368.0
30759,6573605.0
30760,4294866.0
30761,7333463.5
30762,6752000.0
30763,13013084.0
30764,5578903.5
30765,2969764.5
30766,3933185.0
30767,7613845.0
30768,4287479.0
30769,3741642.5
30770,5582448.0
30771,3418599.0
30772,8033384.0
30773,7246125.5
30774,4275205.5
30775,9090108.0
30776,3824343.25
30777,5744037.0
30778,8094437.0
30779,4721609.5
30780,8397624.0
30781,5975497.0
30782,3525005.0
30783,4764390.5
30784,4082114.75
30785,5816947.0
30786,3962687.75
30787,5486003.0
30788,4944888.0
30789,5187528.5
30790,5241174.5
30791,10478447.0
30792,7068555.0
30793,9848905.0
30794,13908694.0
30795,8133856.0
30796,4919084.5
30797,14394118.0
30798,3251582.75
30799,10802886.0
30800,11393072.0
30801,4463752.5
30802,9794597.0
30803,2125840.5
30804,2741297.25
30805,14330455.0
30806,6663943.0
30807,5642109.5
30808,10070799.0
30809,5272648.5
30810,11479232.0
30811,3617760.5
30812,5247031.0
30813,4925990.0
30814,3028609.5
30815,3387143.0
30816,5112210.0
30817,2071188.125
30818,6902067.0
30819,7504494.0
30820,3296682.75
30821,22902842.0
30822,9365627.0
30823,4665177.0
30824,3142604.25
30825,5197234.0
30826,9066213.0
30827,5077470.0
30828,5795833.0
30829,4727525.5
30830,9269005.0
30831,4016593.75
30832,3294256.5
30833,3651403.5
30834,3577123.25
30835,5724246.5
30836,4793682.5
30837,4849689.0
30838,2894233.0
30839,3545588.25
30840,8782726.0
30841,6654741.0
30842,5035780.5
30843,3803788.5
30844,5911042.0
30845,6951618.0
30846,3990223.25
30847,3307042.75
30848,3627586.25
30849,4193319.25
30850,3409372.0
30851,5314382.5
30852,4415338.5
30853,3523348.25
30854,5218556.0
30855,5836846.5
30856,5554848.5
30857,2350130.75
30858,3994571.25
30859,4916838.0
30860,5077770.0
30861,7090416.5
30862,5992972.0
30863,5183874.0
30864,5807302.5
30865,8778915.0
30866,6101785.0
30867,4253963.5
30868,5742104.0
30869,4183261.75
30870,859532.875
30871,5635833.5
30872,4364381.0
30873,3407122.5
30874,4184989.5
30875,4816903.0
30876,4744906.0
30877,6583379.5
30878,5347005.0
30879,8422921.0
30880,4435842.0
30881,2101234.0
30882,7599554.0
30883,3429770.25
30884,5289793.0
30885,4155048.0
30886,5538392.5
30887,2649651.0
30888,4339512.0
30889,4401834.0
30890,6345851.0
30891,4097396.25
30892,3951178.25
30893,3898671.0
30894,5336276.5
30895,4167397.75
30896,5584381.0
30897,6677748.5
30898,5412263.0
30899,6337324.0
30900,2440558.5
30901,6983180.0
30902,2254817.5
30903,4651179.5
30904,4026135.5
30905,5301833.5
30906,5646448.0
30907,9925432.0
30908,4553081.5
30909,14803497.0
30910,7571796.5
30911,4077201.0
30912,4724321.0
30913,13045340.0
30914,5013049.0
30915,4999885.5
30916,6126292.0
30917,7110901.0
30918,4539320.5
30919,4363707.0
30920,2877903.25
30921,3911180.0
30922,4939821.0
30923,2982246.75
30924,4885917.5
30925,11058542.0
30926,5902412.0
30927,5185936.0
30928,3740839.75
30929,4914114.5
30930,9586063.0
30931,10884478.0
30932,4879999.0
30933,4287769.5
30934,10215996.0
30935,5300175.0
30936,6521671.5
30937,5324600.0
30938,4153756.5
30939,6398935.0
30940,6431004.5
30941,3961282.25
30942,2949347.0
30943,8118039.0
30944,5476724.5
30945,2514776.0
30946,11132442.0
30947,5655318.5
30948,4967438.5
30949,5037755.0
30950,5313100.5
30951,14297830.0
30952,3183368.0
30953,4047471.0
30954,5088862.0
30955,5311434.0
30956,2830752.0
30957,5380412.5
30958,29909420.0
30959,6395793.0
30960,4192623.5
30961,5020991.5
30962,7260894.0
30963,3733925.0
30964,2593433.5
30965,5344609.0
30966,4918085.5
30967,6570070.0
30968,3304977.5
30969,3031184.0
30970,5999703.0
30971,9192629.0
30972,3023530.5
30973,4990377.0
30974,5325326.0
30975,4597693.0
30976,5187053.5
30977,3978649.0
30978,3923373.5
30979,3066827.0
30980,6028207.5
30981,5302536.0
30982,6679258.0
30983,3901572.0
