id,price_doc
30474,5512207.42775
30475,8118698.28886
30476,5684803.4283
30477,5906548.61755
30478,5237977.49995
30479,10871368.7241
30480,4520927.04367
30481,4329373.22109
30482,5418721.37405
30483,5288565.30069
30484,6230378.96744
30485,5127568.32474
30486,4040507.14335
30487,4712526.09262
30488,8124995.39503
30489,5732469.78271
30490,24896706.4958
30491,19705618.4761
30492,6271104.66481
30493,15655900.081
30494,7644657.90977
30495,10638444.447
30496,7733017.71901
30497,7835069.8332
30498,5306897.94521
30499,6768332.2893
30500,12879113.2681
30501,7791432.47301
30502,3387943.60807
30503,4323516.1312
30504,7075399.51152
30505,10443042.1346
30506,2880552.3315
30507,5095388.25848
30508,5896495.57698
30509,8518402.99495
30510,9336560.6491
30511,6036562.43365
30512,4841241.99836
30513,4712474.7536
30514,3858332.01977
30515,10064721.1267
30516,5865388.00729
30517,13018840.2522
30518,7044586.97318
30519,5499636.43978
30520,6112000.63686
30521,5538797.25224
30522,7520228.33885
30523,6081687.12564
30524,12064795.7366
30525,9946995.46429
30526,5131353.46908
30527,5037947.45176
30528,7107658.93468
30529,6492206.85505
30530,5259928.61862
30531,15178610.6036
30532,5163148.03261
30533,12906529.2145
30534,6769870.04753
30535,9176582.57892
30536,5375722.35014
30537,11290459.9119
30538,4644272.63194
30539,10854663.8847
30540,9518381.75898
30541,7281889.43311
30542,2252907.89891
30543,6621403.29486
30544,6472708.54295
30545,10497324.1269
30546,3825471.19842
30547,10518368.6054
30548,4534520.20017
30549,5970758.89719
30550,9083228.59316
30551,6287825.10939
30552,2116947.81708
30553,6631883.76362
30554,10967255.5183
30555,6697894.29196
30556,9423372.56521
30557,8995976.57106
30558,8953546.99495
30559,7331892.08304
30560,6933646.35998
30561,6516435.79768
30562,13941071.6462
30563,3943952.16049
30564,8016531.4575
30565,7023473.45788
30566,7047652.90735
30567,2209617.79832
30568,10863159.9844
30569,11422123.311
30570,6547519.23231
30571,7799547.36758
30572,5309063.69102
30573,6346444.19199
30574,6646919.71511
30575,7810817.49833
30576,3964361.64229
30577,4326915.3965
30578,3117987.4626
30579,7611020.69208
30580,3967873.33904
30581,4893734.5921
30582,12744455.6114
30583,7320262.22267
30584,5032955.39565
30585,3068594.81718
30586,8833093.82611
30587,5470423.97461
30588,7285437.87166
30589,8984522.78555
30590,11563450.2657
30591,5396348.9764
30592,5368262.29416
30593,8125468.22671
30594,7169959.34624
30595,6495897.95885
30596,6878822.45592
30597,6543576.91213
30598,9596346.81109
30599,11121385.5513
30600,5046032.60297
30601,6619319.96146
30602,1914159.05192
30603,13338352.3545
30604,4495203.37568
30605,7478874.42871
30606,23529419.309
30607,7695121.92628
30608,9750935.20572
30609,5898718.9071
30610,3056989.78495
30611,5874288.69523
30612,8750727.07637
30613,7267307.91665
30614,17873314.342
30615,9008710.49128
30616,5965462.62345
30617,9473476.27476
30618,5466177.03337
30619,4256482.69604
30620,2953331.20197
30621,9506596.94307
30622,9436824.6172
30623,5623131.41799
30624,6990657.72543
30625,8431792.86432
30626,5962944.76405
30627,8137197.34387
30628,6388753.5305
30629,5072974.40514
30630,4081328.87386
30631,6458474.85971
30632,4296511.38333
30633,6846900.06151
30634,11983654.8494
30635,9583454.61313
30636,4196545.75301
30637,9499090.12518
30638,6158652.32057
30639,9690600.27253
30640,4940712.50739
30641,8592395.16185
30642,5758026.75301
30643,8425586.71734
30644,9607380.73556
30645,5546052.79182
30646,6038705.1276
30647,5775285.06382
30648,28133187.3521
30649,2900470.80973
30650,5059420.97852
30651,3042979.69395
30652,4712829.58481
30653,7038089.66067
30654,5130926.36925
30655,15529410.9243
30656,3644610.03886
30657,5608220.55037
30658,11392307.0701
30659,5171580.56133
30660,9452914.87013
30661,7306436.24027
30662,9159519.23124
30663,17259416.4446
30664,13681027.0132
30665,6045829.63575
30666,3079187.70473
30667,4451527.12366
30668,9480467.58656
30669,5193926.542
30670,3183872.23644
30671,7800927.7144
30672,17111852.3273
30673,9372335.52127
30674,10939780.4931
30675,2175322.65025
30676,5988424.32552
30677,4206904.88534
30678,16836733.7189
30679,6456766.13097
30680,4580908.22399
30681,2620044.64813
30682,7826206.69361
30683,10089677.1978
