id,price_doc
30474,4636560.50654
30475,7745857.20999
30476,5387035.74826
30477,5744886.13933
30478,4089959.8749
30479,7846258.48072
30480,4171728.04506
30481,3907895.28055
30482,4435035.21332
30483,3926029.36538
30484,5405002.38186
30485,4087753.08723
30486,3418339.14461
30487,4122102.75277
30488,6036007.43442
30489,6159763.24506
30490,16127980.0594
30491,15630039.8884
30492,5993507.6262
30493,13131168.7561
30494,6161370.87501
30495,9414448.6703
30496,9522401.10332
30497,8398279.15786
30498,4103599.66999
30499,8532426.87098
30500,9718496.88515
30501,6110789.37542
30502,2806003.78912
30503,6168643.10214
30504,5256225.33952
30505,12451614.7393
30506,3667947.10125
30507,3987585.07235
30508,5314325.91562
30509,7129563.21289
30510,8010525.90348
30511,6285941.60268
30512,6201216.73356
30513,4242829.28985
30514,4775686.84478
30515,7878783.57098
30516,5404098.88281
30517,9986819.9821
30518,5985875.01094
30519,4236375.17024
30520,5573819.52231
30521,4937772.44675
30522,7705417.93719
30523,5576742.9991
30524,8701072.79294
30525,8397286.35481
30526,3955973.62616
30527,5042479.61891
30528,5159503.82103
30529,6084043.29948
30530,5444403.05212
30531,10967165.8324
30532,4493816.4096
30533,9270424.91294
30534,6340790.26644
30535,7985657.2402
30536,5512337.19288
30537,10598539.5623
30538,4487025.71821
30539,11330149.6068
30540,8121322.01807
30541,7772892.99852
30542,2616441.71817
30543,4802218.99611
30544,7215208.87386
30545,8541786.07018
30546,3931727.80612
30547,8606790.50747
30548,4475111.27794
30549,4345601.31542
30550,9913137.01684
30551,4337728.91904
30552,2580010.07614
30553,7379511.76195
30554,11513480.8049
30555,6486819.18991
30556,7924206.14342
30557,9111717.34281
30558,8292304.89859
30559,6535972.29233
30560,5569501.77973
30561,6668785.66952
30562,10543799.8718
30563,4559989.83256
30564,6890661.59455
30565,8326167.12246
30566,7753290.75043
30567,2650396.98266
30568,10281351.2042
30569,8969490.23083
30570,5697155.06428
30571,6336457.89992
30572,4093689.59687
30573,5565275.85817
30574,6337955.96625
30575,6238844.65095
30576,4267505.87565
30577,4704157.57662
30578,3887070.15636
30579,6904597.42032
30580,4780694.01471
30581,4211649.88767
30582,11341384.9918
30583,6293790.52404
30584,3825373.20839
30585,2559146.42347
30586,9399364.57806
30587,6168385.37315
30588,7000323.48943
30589,7523110.35701
30590,13069517.1968
30591,5024852.84175
30592,6612353.84542
30593,9834839.32907
30594,9975036.59014
30595,5310432.52645
30596,9789662.96596
30597,5532902.99438
30598,8294741.62467
30599,12603614.0472
30600,6284805.33615
30601,5326756.22294
30602,2603670.37298
30603,11487643.1277
30604,4163908.52222
30605,5709669.43574
30606,16448194.4489
30607,6900690.69722
30608,7656671.5987
30609,6271954.39468
30610,2645683.28847
30611,5411118.65103
30612,7120682.40523
30613,51603086.2177
30614,15229448.7964
30615,6851000.39397
30616,5473916.93325
30617,7788806.23534
30618,4340254.10591
30619,4133110.54117
30620,3627682.16857
30621,8646249.33843
30622,9644700.58526
30623,6274787.30448
30624,6667009.33273
30625,7621688.19003
30626,6650067.64851
30627,7506102.98119
30628,5513288.11994
30629,4461980.95128
30630,4594385.51083
30631,5108842.66061
30632,3919802.61459
30633,5624913.29569
30634,10720242.012
30635,8179253.07688
30636,4764947.85843
30637,8187799.84081
30638,5427391.6506
30639,7634598.50527
30640,4493134.16053
30641,8794516.82084
30642,5007800.7007
30643,8573276.01374
30644,8279797.69989
30645,6558783.51296
30646,4749541.90555
30647,4655882.43985
30648,19083566.6999
30649,3594839.65548
30650,4641779.52707
30651,3795410.41514
30652,4469233.6073
30653,6816062.98457
30654,4520630.14461
30655,10449153.7431
30656,3568184.83497
30657,5596410.37707
30658,7939662.4194
30659,4264947.13581
30660,7063167.65784
30661,5368436.51765
30662,8371184.81322
30663,13795408.4356
30664,12010109.7982
30665,6324759.38485
30666,3615769.22212
30667,4062910.56292
30668,8835703.65049
30669,4805463.58767
30670,3052396.25625
30671,8442570.69613
30672,11022181.9971
30673,9875314.93403
30674,12883350.9686
30675,2631366.834
30676,6682430.2734
30677,4330471.78909
30678,15511261.0919
30679,6096939.62882
30680,5893108.22116
30681,2490903.85199
30682,6673044.34863
30683,8755603.77288
30684,5142001.87688
30685,7271928.45283
30686,7870984.81451
30687,4129232.86551
30688,3981265.94909
30689,13078999.764
30690,19893904.4072
30691,4428078.70445
30692,6415113.16934
30693,8337686.92222
30694,5390107.36363
30695,5925343.06847
30696,7097299.22726
30697,11572708.6259
30698,7752501.31991
30699,4720248.86124
30700,4012977.75751
30701,8332800.84065
30702,6119623.19951
30703,3586555.52675
30704,10024008.9871
30705,8378462.92049
30706,17492154.7596
30707,4922776.86719
30708,12018424.7255
30709,5117234.53775
30710,6943731.32219
30711,4661149.58523
30712,4109114.77795
30713,5858798.73063
30714,6786892.76552
30715,4434343.21654
30716,8782267.22033
30717,5934961.49154
30718,11369682.1187
30719,13310325.4474
30720,6867884.85153
30721,2871483.9371
30722,8201694.60963
30723,6548299.05002
30724,10788286.3443
30725,5828333.6391
30726,11840384.1806
30727,8054458.39244
30728,10640172.5816
30729,4755205.66142
30730,5429745.85387
30731,6999501.02309
30732,5326646.1093
30733,10474879.8122
30734,5712685.12484
30735,5458926.41094
30736,7146562.64449
30737,6796283.60021
30738,5947686.27838
30739,4811255.87738
30740,6014695.10222
30741,10566067.8332
30742,4237444.34968
30743,4054134.66599
30744,9679120.28881
30745,6745192.16586
30746,5278521.38074
30747,15536847.1044
30748,14570857.7393
30749,5524916.98279
30750,5776926.74265
30751,4156901.15133
30752,7188746.39859
30753,9110835.35938
30754,5356701.72913
30755,5193134.52491
30756,9974652.5038
30757,5248536.55244
30758,9904268.26754
30759,6207119.59759
30760,5193134.52491
30761,8763476.44421
30762,6745552.48987
30763,10180154.2045
30764,6429535.60217
30765,4486522.5136
30766,4165006.19787
30767,10204568.9292
30768,4321620.07832
30769,6399269.4162
30770,6429535.60217
30771,2883131.25411
30772,7761672.83969
30773,9009855.41869
30774,5547071.58647
30775,10769989.2271
30776,5521510.0585
30777,6545259.01121
30778,9355013.12633
30779,5973281.2869
30780,7425403.3101
30781,5695925.58588
30782,4978214.75306
30783,5334860.80588
30784,3510792.68111
30785,5069601.52344
30786,4441592.87356
30787,6840267.47406
30788,5428454.8551
30789,6550193.48836
30790,7001019.97316
30791,9579362.81213
30792,5985696.36342
30793,11490900.1964
30794,12536983.4456
30795,9700711.65003
30796,11530293.9652
30797,13287094.5776
30798,3462135.4736
30799,9867053.02931
30800,14712567.7206
30801,6830818.862
30802,15592160.5413
30803,2621837.07074
30804,3154491.24166
30805,15061031.865
30806,5726123.8923
30807,5742713.69107
30808,9067889.12916
30809,4935621.75668
30810,10970654.217
30811,4003813.58421
30812,5054538.52151
30813,4828362.75074
30814,3672475.85334
30815,4410500.90077
30816,8068144.69194
30817,2748647.99801
30818,7309060.76044
30819,9742734.55357
30820,5282107.14147
30821,15960158.66
30822,9612367.94096
30823,6082848.55544
30824,3631709.46847
30825,5555227.54122
30826,10044553.1625
30827,6272875.17293
30828,5196024.54035
30829,6033276.65181
30830,9347814.74601
30831,4829913.18002
30832,5262503.65064
30833,5292948.89472
30834,3978322.20179
30835,8139573.61461
30836,6622689.2042
30837,5307725.57027
30838,4438111.55793
30839,5457437.04866
30840,11276880.7688
30841,10456118.4037
30842,6544891.97111
30843,4676682.59498
30844,10440475.8464
30845,9267043.55192
30846,4378730.9336
30847,5640383.50088
30848,8024375.9365
30849,4348802.67408
30850,3999930.82132
30851,4739291.99302
30852,7873024.89389
30853,3069821.82704
30854,5638621.65795
30855,7095947.4107
30856,7733025.84508
30857,2454749.54328
30858,4568782.21851
30859,6241446.78804
30860,5348084.37711
30861,8280341.20124
30862,6859055.07065
30863,5375416.04796
30864,6186521.01178
30865,9052230.91641
30866,8668355.48401
30867,5100679.40437
30868,8503808.87635
30869,5584620.77939
30870,6575313.43347
30871,8599268.27542
30872,4542320.82784
30873,3741022.1683
30874,4782390.20126
30875,5689909.10103
30876,4302576.58041
30877,9439704.36149
30878,5568571.56141
30879,12758033.8822
30880,7119765.46262
30881,2874578.47967
30882,8617786.7935
30883,2564934.37066
30884,5568571.56141
30885,4901553.38632
30886,8619508.88944
30887,5599007.87094
30888,4324427.55592
30889,5380984.53057
30890,7363926.49876
30891,4421866.32341
30892,4421866.32341
30893,4630772.92453
30894,5656816.09717
30895,4194501.42072
30896,6092098.29444
30897,8067569.92435
30898,6825352.18167
30899,5567952.62893
30900,2885854.11246
30901,6388787.85204
30902,2865330.21949
30903,6557555.57955
30904,7105990.73855
30905,5577596.2924
30906,6908852.24751
30907,11077921.4966
30908,4407292.60218
30909,12778225.2611
30910,8072179.2686
30911,4688168.01538
30912,6141872.06011
30913,19108159.7484
30914,5736497.97549
30915,10349908.6119
30916,5968624.29823
30917,10389710.401
30918,5959996.08354
30919,5631347.24533
30920,5083206.38486
30921,4821639.47078
30922,6871824.93443
30923,3193268.15457
30924,6281847.11961
30925,14970198.9358
30926,6462676.46175
30927,7342771.5084
30928,4462649.70311
30929,6281847.11961
30930,11569574.0131
30931,10336100.3407
30932,4405596.06858
30933,4640333.56013
30934,10821867.6964
30935,6884933.03664
30936,6115430.02232
30937,8787548.85575
30938,5596191.90594
30939,12099351.9508
30940,6540082.31746
30941,6792864.08401
30942,3428087.91955
30943,7247375.56322
30944,5295220.33203
30945,3986628.42406
30946,15037365.7362
30947,5983629.75503
30948,7492264.49484
30949,5549460.39888
30950,6563200.61722
30951,16074010.8374
30952,8999293.31161
30953,9931680.14735
30954,5077447.29997
30955,6504605.25109
30956,6431230.12437
30957,5479150.21351
30958,25653466.565
30959,8516767.22747
30960,7636723.90999
30961,8311905.84892
30962,12021929.056
30963,3681713.95489
30964,3175980.03362
30965,6514237.5223
30966,11701799.7683
30967,13361085.4482
30968,3938161.0675
30969,3355147.11351
30970,7278236.65018
30971,11877689.4057
30972,3355147.11351
30973,5894714.35929
30974,4451933.35376
30975,7165492.30756
30976,6118613.89955
30977,6290323.15831
30978,7701953.13792
30979,2967588.40329
30980,12850162.7805
30981,6679083.87379
30982,6744301.1957
30983,3780830.20906
30984,5599777.13081
30985,3774269.58107
30986,9697879.66489
30987,8928820.82391
30988,5576898.12696
30989,8015598.33686
30990,11379975.4712
30991,10003365.5352
30992,3993614.36594
30993,7547290.79672
30994,5341454.62082
30995,7554896.21588
30996,5683009.77759
30997,8344527.97445
30998,8060937.68913
30999,7210443.53897
31000,9514613.8005
31001,7266081.84738
31002,10633432.2151
31003,10353217.879
31004,3614548.33985
31005,3542058.32556
31006,7004921.47692
31007,5831105.00783
31008,5690646.52027
31009,6619656.91737
31010,6623336.94461
31011,4262458.36489
31012,6307951.23116
31013,8021957.73399
31014,12459124.8334
31015,8414720.75515
31016,4262458.36489
31017,8781508.2482
31018,5658828.33295
31019,4492265.07047
31020,6503144.01921
31021,12225733.7051
31022,19093077.859
31023,9321162.81828
31024,4609569.18394
31025,7396082.18108
31026,6798669.10033
31027,4879085.54518
31028,5313812.44421
31029,9604821.92483
31030,6048236.46289
31031,9534996.30564
31032,10388632.6139
31033,9723661.61127
31034,6588735.25302
31035,9653259.47389
31036,7032559.73223
31037,21644045.9304
31038,4307489.09226
31039,8702191.72903
31040,6011199.79042
31041,4339212.4943
31042,4278133.24671
31043,5896139.87913
31044,9247571.82493
31045,6348929.43271
31046,13838012.7437
31047,8922865.74468
31048,6447492.27975
31049,7734244.19579
31050,8254196.84634
31051,5631349.55572
31052,3898338.89792
31053,15995975.4062
31054,7071035.51746
31055,5594034.69636
31056,13029770.8074
31057,6404922.94094
31058,7303929.70957
31059,3707980.68897
31060,6730393.21558
31061,7346530.40775
31062,6168600.23007
31063,3266573.38987
31064,4629281.86988
31065,11519078.7944
31066,4808790.44412
31067,9274643.92868
31068,4358497.52339
31069,4921480.68126
31070,4780938.97812
31071,2992658.15987
31072,8790263.54677
31073,2989256.90581
31074,6619713.46108
31075,7431089.0067
31076,8322443.4124
31077,5818829.57903
31078,4392474.83234
31079,5565649.68546
31080,6308795.30202
31081,4171677.62313
31082,10449283.0524
31083,5391077.74811
31084,8943203.18951
31085,12074468.0426
31086,4112356.09092
31087,5006284.33466
31088,7280462.86158
31089,6200817.04636
31090,25443930.7225
31091,3463894.66039
31092,6739311.31726
31093,6974373.08032
31094,6341150.34703
31095,4855403.61282
31096,19090320.5343
31097,11630473.0551
31098,11522024.8016
31099,19195318.8549
31100,5296974.33759
31101,4716642.50536
31102,5688951.90607
31103,12799701.2195
31104,4899183.3319
31105,7611214.27048
31106,4617883.18321
31107,18303189.8797
31108,7059891.2695
31109,5525937.35848
31110,8957244.71138
31111,10870327.4106
31112,5256907.01473
31113,3922009.85465
31114,4750387.42121
31115,5562413.04133
31116,7028239.15206
31117,7666549.50221
31118,3987691.36518
31119,3144341.31551
31120,5358363.55067
31121,5879204.02
31122,6847777.62074
31123,4978827.68827
31124,5888265.92234
31125,12252876.4169
31126,20577215.3575
31127,6191514.65729
31128,4570587.21869
31129,5783274.33333
31130,12031290.2077
31131,7824724.24985
31132,9162133.42865
31133,9812395.85344
31134,7206692.67318
31135,10678688.8395
31136,10229055.1126
31137,4644517.25263
31138,6374060.26571
31139,3863972.37266
31140,7958904.28126
31141,8384039.38648
31142,9081410.4171
31143,4869169.06143
